-240316737, 171373517, 138259544
-239595445, 172144512, 142055640
-238879355, 171500984, 145186082
-238177481, 169375216, 147840704
-239980079, 172483685, 148400889
-241783432, 175344456, 145971034
-241074014, 170030426, 146212000
-240378385, 166147120, 145187316
-239703457, 163076220, 147653188
-239020020, 162378788, 146879910
-238334049, 162512035, 149522796
-237654104, 158797980, 146459600
-236999506, 154707463, 147911375
-236361928, 151719750, 149318154
-235708579, 152223483, 149049874
-235068596, 147699072, 145952144
-233406024, 147165187, 142572853
-231743210, 145742814, 142727250
-230133039, 140180750, 137331725
-228540990, 137203148, 135960160
-227016315, 128652342, 133563159
-225513769, 127214402, 127825790
-224022643, 124815493, 127307261
-222479573, 129639000, 127717620
-220938010, 129717616, 124162225
-219431922, 127510682, 116583986
-217904698, 129073230, 115761282
-216484837, 119753180, 105401632
-214984755, 125764000, 110156622
-213438918, 127529634, 115332120
-211970317, 121060742, 106864823
-210516646, 119746704, 103047072
-209042760, 120292143, 104176191
-207547930, 120438560, 106382444
-206085606, 117019784, 103018220
-204817577, 102485844, 84238704
-203475467, 106738920, 90616650
-202119223, 108698336, 86666456
-200843200, 102120795, 79198884
-199585278, 100220952, 76507340
